cell_FRET,resting_FRET,peak_FRET,FRET_drop,mitosis_frame,peak_index,mitosis_FRET,zn_spike,table_conditions
3.44842446037216,3.63560702603919,3.4132073299264,-0.0176189984262529,67,0.2,3.40789457820431,-0.222399696112793,ZD2
3.42262278208688,3.63560702603919,3.42199531564297,-0.0443507892352653,67,0.8,3.40789457820431,-0.213611710396223,ZD2
3.64159320864171,3.81885421830244,3.78069351842176,-0.0310025943547663,38,1.2,3.63166608955244,-0.0381606998806778,ZD2
3.9280021522358,3.81885421830244,3.78067591100978,-0.036556495653207,38,0.8,3.63166608955244,-0.0381783072926583,ZD2
3.50260029913212,3.58678946009951,3.7218290253952,-0.0397203049702877,32,0,3.7218290253952,0.135039565295688,ZD2
3.67753717736678,3.58678946009951,3.78134376830537,-0.0498745857960303,32,0.2,3.7218290253952,0.194554308205852,ZD2
3.49049113571382,3.58912557044265,3.6491837737839,-0.0209858162317271,95,0.8,3.52485541690361,0.0600582033412453,ZD2
3.46696873500627,3.58912557044265,3.66709959414252,-0.0307764077168833,95,0.8,3.52485541690361,0.0779740236998681,ZD2
3.57805816270339,3.62367679699754,3.71993546403542,-0.0283883620379961,57,0.8,3.58666527321003,0.0962586670378811,ZD2
3.58891279599903,3.62367679699754,3.69088102073143,-0.136196352817449,57,0.8,3.58666527321003,0.0672042237338872,ZD2
3.39290251837454,3.42830193586613,3.55489238809049,-0.028792935451285,53,0.2,3.5006560843387,0.126590452224355,ZD2
3.37228511559012,3.42830193586613,3.58353290854267,-0.0321891153965823,53,1,3.5006560843387,0.155230972676537,ZD2
4.02689574074842,4.11897780163328,4.30191361743274,-0.0831633989276259,81,0.2,4.07596732536003,0.182935815799455,ZD2
3.93261216165413,4.11897780163328,4.24782715349505,-0.0665259608721787,81,0.4,4.07596732536003,0.128849351861767,ZD2
3.37463786380182,3.51818103097551,3.66080747589064,-0.0481082388363925,53,0.4,3.56331600317636,0.142626444915125,ZD2
3.36079088999729,3.51818103097551,3.66195275185514,-0.0447139284325306,53,0.4,3.56331600317636,0.14377172087963,ZD2
3.56110074689793,3.64258063920046,3.79571481415849,-0.0477918476106374,72,0.2,3.65541585407824,0.153134174958025,ZD2
3.57673858001386,3.64258063920046,3.70598569434269,-0.0196247874839974,72,0.4,3.65541585407824,0.0634050551422267,ZD2
3.73392104633451,3.82400677548905,3.93590770626314,-0.0651028155501066,78,0.2,3.65704351645438,0.111900930774092,ZD2
3.71666951388031,3.82400677548905,3.83513937046359,-0.0353119648007287,78,1,3.65704351645438,0.0111325949745362,ZD2
3.6885378795448,3.83584837249572,3.82742073749459,-0.0580985247646684,84,0.8,3.7455036351137,-0.00842763500112875,ZD2
3.68015260784071,3.83584837249572,3.77039205547851,-0.0408137076979274,84,0.6,3.7455036351137,-0.065456317017206,ZD2
3.3948849750479,3.44939473834297,3.61491215221608,-0.0546666927254251,58,1,3.44201266233212,0.165517413873107,ZD2
3.3948849750479,3.3062362826229,3.47845528455285,NaN,112,0,3.47845528455285,0.172219001929941,ZD2
3.3476110875662,3.44939473834297,3.50111662393692,-0.0514271359617253,58,0.4,3.44201266233212,0.0517218855939454,ZD2
3.3476110875662,3.18524929882035,3.35648656522421,NaN,112,0,3.35648656522421,0.171237266403863,ZD2
3.40608063691666,3.58344887893546,3.53550963392347,-0.0230983661151587,78,0.4,3.50465987744126,-0.0479392450119889,ZD2
3.2827961586722,3.58344887893546,3.52899995703051,-0.0577374455530579,78,0.4,3.50465987744126,-0.054448921904954,ZD2
3.64310565712,3.63682066014008,3.59312120728202,-0.030216563473545,133,0,3.59312120728202,-0.0436994528580632,ZD2
3.65002650644659,3.63682066014008,3.63344059035945,-0.0272855955012781,133,0.2,3.59312120728202,-0.00338006978062699,ZD2
3.4960857365001,3.52922604817403,3.69943874966638,-0.0313362975201286,47,0.4,3.56768846337993,0.170212701492351,ZD2
3.55215878250197,3.52922604817403,3.7065742309195,-0.0234287258642087,47,0.4,3.56768846337993,0.177348182745471,ZD2
3.70802695053229,3.75195934666207,4.17192870845108,-0.163250345154193,35,0.4,3.86729296440775,0.419969361789015,ZD2
3.5191558113927,3.83853199170083,3.46776234820778,-0.104700773044708,34,0,3.46776234820778,-0.370769643493047,ZD2
3.5191558113927,3.45178661099167,3.47134061111481,-0.0166903595880843,59,0.4,3.42298501266685,0.0195540001231373,ZD2
3.5191558113927,3.46196824751336,3.50596924902657,-0.0246945243473591,74,1,3.4381912236889,0.0440010015132035,ZD2
3.48794511768154,3.42824913179841,3.56483655515344,-0.0238705826044727,57,0,3.56483655515344,0.136587423355027,ZD2
3.51122153137321,3.42824913179841,3.69205471129256,-0.023086283622634,57,0.4,3.56483655515344,0.263805579494142,ZD2
3.58529699859946,3.57122536205132,3.79904368578402,-0.0535046856461467,51,0.8,3.6395876137286,0.227818323732696,ZD2
3.5753512213135,3.57122536205132,3.72274727577536,-0.0507264110480183,51,0.2,3.6395876137286,0.151521913724034,ZD2
3.5753512213135,3.59858569442089,3.64036490172106,NaN,79,0,3.64036490172106,0.0417792073001655,ZD2
3.58313189784257,3.63109705648948,3.63829104835857,-0.0485176031704277,28,2,3.47370673854684,0.00719399186909264,ZD2
3.58313189784257,3.5137230074636,3.73382747601931,NaN,41,0,3.73382747601931,0.220104468555717,ZD2
3.58096012656165,3.63109705648948,3.62776429551367,-0.0271768051325516,28,2,3.47370673854684,-0.00333276097580537,ZD2
3.58096012656165,3.5178955954018,3.61875348824175,NaN,42,0,3.61875348824175,0.100857892839958,ZD2
4.20782339398849,4.13926239852818,4.37555348544883,-0.0808722939127851,76,2,4.03326212806836,0.236291086920651,ZD2
4.13116203230542,4.13926239852818,4.31583967484062,-0.177275653715418,76,0.4,4.03326212806836,0.17657727631244,ZD2
